Depth,destruction,Victim's reaction,Magnitude,Intensity
66,4,5,6.7,6
19,4,5,6.6,6
10,4,5,6.1,6
16,8,9,6.7,10
39,5,6,7.1,7
14,2,3,4.1,4
40,8,9,6.5,10
35,2,3,6.6,4
16.441,3,4,6.8,5
33,7,8,6,9
4.2,7,8,7.9,9
46,5,6,6.8,7
22.44,6,7,8.3,8
40,3,4,6.8,5
33,3,4,6.8,5
42.9,4,5,6.5,6
21,9,10,7,11
10,3,4,6.6,5
45,8,9,7.5,10
130,7,8,6.9,9
6.43,3,4,6.5,5
70,6,7,7,8
22,8,9,6.7,10
35,5,6,8,7
14,6,7,6.6,8
40,6,7,7.8,8
60,9,10,7.8,11
63,8,9,6.5,10
26,6,7,5.1,8
60,8,9,7,10
10,2,3,5.1,4
240,5,6,7.6,7
90,5,6,7.6,7
10,2,3,7.7,4
60,8,9,7.9,10
96,4,5,6.6,6
28,8,9,7.8,10
10,7,8,6.6,9
70,4,5,7,6
17,9,10,6.9,11
30,8,9,7,10
35,7,8,6.6,9
39,4,5,7,6
14,8,9,7.2,10
10,6,7,7.7,8
45.8,4,5,6.5,6
20,4,5,6.5,6
38.182,7,8,6.7,9
20,3,4,6.9,5
100,4,5,6.9,6
24,5,6,5.2,7
30,7,8,6.1,9
47.41,5,6,5.2,7
60,9,10,7.7,11
10,6,7,6,8
66.47,3,4,5.5,5
12,7,8,6.9,9
17,5,6,7.6,7
10,2,3,4.9,4
15,6,7,6.5,8
26,5,6,5.1,7
169.74,9,10,8,11
12.26,5,6,6.5,7
35,2,3,7.1,4
30,10,11,9.1,12
15,7,8,7,9
6,4,5,5.4,6
15,5,6,5.9,7
31,9,10,7.1,11
35,4,5,6.5,6
18,4,5,6.6,6
78,4,5,7.2,6
15,5,6,6.1,7
142.63,7,8,8,9
10,8,9,7.3,10
43.063,5,6,7.1,7
70.85,6,7,6.4,8
43,9,10,7.5,11
16,6,7,6,8
14,7,8,7.1,9
104.58,9,10,7,11
130,9,10,6.7,11
20,5,6,7.3,7
11,4,5,6.7,6
34,9,10,7.2,11
113.55,5,6,6,7
60,9,10,7.9,11
10,8,9,7,10
26,4,5,6.9,6
10,5,6,5.9,7
17,6,7,5.5,8
63,6,7,6.7,8
10,2,3,4.9,4
5,5,6,6.5,7
14,6,7,6.2,8
20,2,3,6.5,4
33,4,5,6.9,6
33,6,7,5.4,8
21,7,8,6.3,9
37,4,5,7,6
10,7,8,7.2,9
53,4,5,5.6,6
10,6,7,5.5,8
10,8,9,6.3,10
34,4,5,8.4,6
33,8,9,7.7,10
61.3,6,7,6,8
8,3,4,6.9,5
33,7,8,6.1,9
28.41,5,6,7,7
10,3,4,4.5,5
10,6,7,5.8,8
29,4,5,7,6
33,5,6,5.1,7
40,8,9,7,10
11,5,6,6.7,7
6,5,6,5.7,7
30,7,8,7.5,9
20,6,7,5.7,8
35,4,5,6.6,6
39.2,4,5,7.2,6
15,8,9,7.3,10
46,5,6,5.6,7
33,7,8,5.8,9
620,8,9,7.5,10
16,2,3,4.7,4
32,6,7,5.5,8
35,5,6,5.4,7
12,8,9,6.7,10
21,5,6,6.6,7
5,5,6,4.3,7
10,8,9,7.5,10
48.85,5,6,5.5,7
16,7,8,6.3,9
10,5,6,5.3,7
173.7,4,5,7.4,6
10,7,8,5.7,9
10,7,8,6,9
200,4,5,7.7,6
10,6,7,6.9,8
45,5,6,7.7,7
14,6,7,6.3,8
29,4,5,6.6,6
18,1,2,6,3
41,8,9,7.2,10
29,5,6,6.7,7
583.2,2,3,7.7,4
34,4,5,7.1,6
6.43,5,6,6.9,7
10,8,9,6.6,10
48,5,6,7,7
26,5,6,6.6,7
17,4,5,5.9,6
120,8,9,7.5,10
5,4,5,5.3,6
40,6,7,7,8
10,5,6,5.8,7
10,2,3,7,4
33,3,4,5.4,5
33,8,9,6.2,10
13,4,5,5.6,6
47.02,5,6,5.5,7
96,4,5,6.6,6
5,3,4,4.6,5
15,5,6,5.9,7
98.82,7,8,6.8,9
33,5,6,5.1,7
10,6,7,5.5,8
5,5,6,5.4,7
10,3,4,4.8,5
15,8,9,7.8,10
145,8,9,7,10
10,4,5,6.9,6
10,5,6,7.1,7
33,5,6,7.2,7
13,6,7,6.5,8
50,3,4,6.8,5
10,6,7,5.4,8
10,4,5,6.6,6
21,5,6,6.9,7
41,8,9,7.2,10
28,8,9,6.5,10
25,5,6,5.4,7
52.39,6,7,6.5,8
8,7,8,6.9,9
33.3,2,3,6.9,4
98,5,6,5.5,7
10,7,8,7.2,9
10,6,7,5,8
13,3,4,5.5,5
18,6,7,6.1,8
33,8,9,7.5,10
10,7,8,5.7,9
13,5,6,5.5,7
25.99,8,9,7.3,10
6,5,6,5.1,7
12,7,8,7,9
10,6,7,5.2,8
10,4,5,5,6
33.95,3,4,6.8,5
10,6,7,5.7,8
10,6,7,5.5,8
33,8,9,6.7,10
17.925,7,8,7.8,9
40.16,10,11,6.8,12
10,7,8,7.3,9
15,7,8,7.1,9
35,7,8,8.5,9
9,4,5,4.8,6
122.9,4,5,6.8,6
33,10,11,8,12
40,5,6,5,7
17,5,6,6.5,7
16,6,7,5.8,8
37,4,5,6.5,6
33,6,7,8.4,8
15,7,8,6.7,9
14,6,7,6.3,8
28,9,10,7.5,11
18,5,6,7,7
17,5,6,5.1,7
150.13,5,6,6.2,7
145,8,9,7,10
10,3,4,7.4,5
110,5,6,7.2,7
10,5,6,5.4,7
16.1,3,4,6.6,5
119.21,5,6,5.5,7
25,6,7,6.6,8
11,4,5,6.7,6
7,4,5,4.5,6
173.7,4,5,7.4,6
70.34,7,8,6.8,9
17,9,10,7.7,11
53,4,5,6.8,6
10,6,7,7,8
33,4,5,6.8,6
10,4,5,6.6,6
91.1,3,4,6.6,5
25,4,5,8.2,6
115.32,5,6,5.5,7
33,5,6,5.8,7
30,4,5,6.5,6
15,8,9,7.1,10
35,3,4,7.4,5
10,5,6,5.5,7
84.34,8,9,7.5,10
41.88,6,7,6.5,8
43.98,6,7,7.1,8
100,7,8,6,9
33,2,3,5.8,4
20,7,8,6.7,9
10,5,6,6,7
5,4,5,5.3,6
33,8,9,7.5,10
12,1,2,4.8,3
10,6,7,5.2,8
160,10,11,8,12
21,8,9,6.1,10
535,1,2,6.8,3
100,6,7,5.5,8
4,5,6,5.2,7
10,6,7,6,8
120,5,6,7.5,7
26,3,4,7,5
169,3,4,6.8,5
30,4,5,6.6,6
33,4,5,4.9,6
20,4,5,6.7,6
6,6,7,5.4,8
10,0,1,3.8,2
15,7,8,6.6,9
40,9,10,7.6,11
15,4,5,7.6,6
16,6,7,6.3,8
30,8,9,8.3,10
91,6,7,5.5,8
10,6,7,6.6,8
28,1,2,6.5,3
10,6,7,6.5,8
10,7,8,5.8,9
220,3,4,6.8,5
29,2,3,6.9,4
45,9,10,7.6,11
39,4,5,5.7,6
35,9,10,7.3,11
10,3,4,6.5,5
10,4,5,4.8,6
5,6,7,6.4,8
33,2,3,6.7,4
10,5,6,5.5,7
50,5,6,6.8,7
35,8,9,7.6,10
50,5,6,6.5,7
56,4,5,6.5,6
10,7,8,6.9,9
194,4,5,6.2,6
54,7,8,6.4,9
183.4,4,5,7.2,6
5,6,7,4.3,8
36.11,6,7,6.3,8
15,7,8,7.1,9
140.38,6,7,6.5,8
24,6,7,6.8,8
32,6,7,6.8,8
50,6,7,7.1,8
675,9,10,7.7,11
17,3,4,6.6,5
116.09,5,6,5.5,7
33,4,5,5.6,6
25,6,7,8.2,8
80,8,9,7,10
22,5,6,6.2,7
670.81,2,3,7.9,4
10,4,5,5.2,6
34,8,9,6.2,10
23.5,7,8,8.3,9
29,5,6,6.7,7
16,2,3,6.5,4
16,8,9,6.6,10
25,7,8,7.1,9
29,4,5,4.6,6
10,6,7,6,8
52.99,7,8,6.7,9
33,4,5,7,6
8,7,8,6.9,9
39.87,6,7,8,8
89.88,5,6,6,7
63,7,8,7.3,9
10,5,6,5.3,7
35.42,7,8,7,9
33,7,8,7.5,9
65,8,9,7,10
595,2,3,7.3,4
31,4,5,7.6,6
22,5,6,7.2,7
14,4,5,5.8,6
70,9,10,7.3,11
87,6,7,5.6,8
20.49,5,6,6.7,7
10,3,4,6.7,5
20.59,7,8,7.8,9
43,2,3,6.7,4
10,5,6,7,7
37,4,5,6.5,6
30,6,7,6.8,8
33,3,4,7.5,5
33,6,7,6.4,8
85,8,9,6.1,10
60,9,10,7.8,11
22,5,6,6.7,7
6.43,3,4,6.5,5
26,7,8,7.6,9
10,6,7,5.1,8
18,5,6,7,7
24,4,5,6.7,6
11,2,3,6.7,4
28,4,5,6.7,6
33,3,4,6.9,5
94.72,6,7,5.8,8
33,8,9,7,10
161.47,5,6,5.7,7
53,5,6,6.9,7
11,6,7,5.7,8
21,8,9,6.1,10
59,6,7,6.6,8
10,5,6,7.4,7
33,9,10,6.4,11
33,9,10,7.5,11
10,8,9,7.4,10
97.68,5,6,5.5,7
10,5,6,5.2,7
15,9,10,7.6,11
100,9,10,7.3,11
10,7,8,7.9,9
21,6,7,6.7,8
146.82,4,5,7.3,6
14,5,6,6.5,7
74.45,8,9,6.7,10
624.464,0,1,6.6,2
105.631,4,5,6.5,6
16,7,8,6.3,9
350.4,2,3,6.8,4
10,6,7,7.2,8
105.32,5,6,5.5,7
33,6,7,7.9,8
289,9,10,7.5,11
11,9,10,7.9,11
10,2,3,6.7,4
83,4,5,6.5,6
26,8,9,7.6,10
64.3,4,5,4.5,6
15,7,8,5.9,9
600,2,3,8.2,4
4.2,7,8,7.9,9
33,6,7,7,8
12,8,9,7.8,10
6,5,6,5.8,7
31,6,7,5.8,8
10,7,8,6,9
33.729,6,7,7,8
559,1,2,6.8,3
22,5,6,7.2,7
3,5,6,4,7
177,5,6,7.2,7
24,5,6,7.6,7
123,8,9,6.2,10
49,5,6,5.2,7
120,8,9,7.3,10
24,4,5,7.5,6
10,6,7,5.4,8
9,4,5,4.8,6
33,7,8,6.9,9
22.9,6,7,8.8,8
18.32,5,6,6.2,7
22.91,5,6,6.7,7
35,8,9,7,10
60,7,8,7.3,9
10,7,8,6.5,9
24,5,6,5.6,7
115.84,6,7,6,8
21,5,6,6.9,7
15,6,7,7.3,8
14,7,8,6.5,9
48,8,9,7.1,10
10,7,8,6.7,9
10,8,9,7.9,10
54.73,9,10,8,11
87.05,6,7,5.9,8
24,4,5,7,6
15,5,6,6.6,7
60,8,9,7.7,10
10,2,3,6.8,4
10,5,6,6.7,7
20,8,9,7.5,10
33,8,9,7.1,10
22,5,6,7.2,7
31.37,5,6,5.5,7
7,8,9,6.8,10
215,5,6,7.2,7
10,5,6,8.3,7
24,1,2,6.7,3
10,3,4,4.4,5
33,6,7,7,8
30.95,6,7,6.5,8
26,8,9,7.4,10
9,8,9,6.7,10
10,2,3,5.4,4
11,6,7,5.4,8
12,7,8,6.2,9
30,4,5,4.4,6
50,5,6,6.8,7
25,9,10,8.5,11
33,9,10,8.6,11
16,2,3,6.5,4
10,5,6,6.6,7
25,3,4,7.9,5
12,8,9,6.3,10
31,8,9,7.8,10
60,8,9,7.8,10
40,7,8,8.6,9
5,4,5,6.2,6
24,5,6,8,7
10,2,3,6.6,4
20,8,9,6.8,10
10,7,8,7.1,9
33,7,8,6.2,9
10,6,7,6,8
35,6,7,5.6,8
70,8,9,5.5,10
30.95,6,7,6.5,8
116.48,8,9,6.5,10
11,5,6,5.9,7
213.63,8,9,7.3,10
47,2,3,4.7,4
15,9,10,8.1,11
15,6,7,6,8
46,3,4,6.8,5
10,5,6,5.4,7
78,4,5,7.2,6
57,6,7,6.6,8
13,6,7,6.8,8
17,8,9,6.5,10
39.56,6,7,6,8
11,5,6,5.2,7
33,7,8,6,9
25,5,6,7.2,7
8,7,8,6.9,9
10,5,6,5.5,7
29,5,6,6.9,7
10,6,7,7,8
13.85,7,8,6.3,9
13,5,6,5.7,7
8,5,6,5.1,7
76.45,6,7,6,8
11,2,3,6.7,4
10,5,6,5.5,7
11,5,6,4.9,7
5,5,6,6.5,7
23,3,4,6.7,5
20,7,8,8.2,9
10,6,7,6.2,8
10,7,8,6.6,9
13.23,3,4,6.6,5
53,5,6,6.9,7
10,7,8,6.6,9
10,8,9,5.8,10
61,8,9,7.1,10
28,4,5,6.9,6
64,2,3,4.6,4
10,5,6,5.5,7
17,5,6,6.6,7
24,2,3,4.5,4
35,3,4,7.5,5
10,7,8,6.8,9
15,8,9,6,10
50,3,4,7.5,5
57.8,3,4,7.5,5
35,5,6,8,7
20,7,8,6.1,9
34,9,10,7,11
5,9,10,7,11
10,3,4,6.7,5
18,8,9,7.1,10
15,5,6,5.9,7
22,5,6,5.3,7
33,9,10,6.4,11
10,6,7,6.4,8
61,6,7,7.5,8
212,4,5,7.3,6
80,3,4,7,5
33,6,7,6.6,8
14,7,8,6.8,9
27.8,2,3,6.6,4
10,7,8,7.1,9
7,7,8,5.4,9
50,9,10,8.2,11
38,6,7,7.6,8
31,4,5,7.6,6
22,6,7,7,8
36,6,7,6.6,8
78,8,9,7.1,10
40,9,10,7.6,11
45,5,6,7.7,7
10,5,6,4.8,7
23,8,9,6.9,10
10,5,6,6.9,7
15,6,7,5.9,8
31.4,7,8,6.5,9
7,2,3,4.9,4
60,5,6,5.7,7
10,4,5,5.7,6
236,3,4,7.2,5
75.17,6,7,6,8
6,6,7,5.7,8
115,2,3,6.9,4
66,7,8,6.7,9
107,4,5,6.6,6
22,8,9,7.5,10
10,7,8,6.7,9
236,3,4,7.2,5
75,7,8,8.3,9
20,9,10,7,11
31,4,5,7.5,6
33,6,7,6.3,8
15,5,6,5.2,7
8,3,4,5.5,5
25,4,5,7.7,6
36,2,3,4.5,4
10,8,9,6.9,10
15,5,6,6.1,7
22.91,5,6,6.7,7
10,8,9,6.4,10
62,6,7,6.1,8
22.91,5,6,6.7,7
26,5,6,5.9,7
11,7,8,6.3,9
100,9,10,7.5,11
51.6,4,5,6.9,6
103,5,6,7.1,7
10,5,6,5.5,7
105.78,3,4,7.9,5
23,8,9,7,10
165,2,3,6.6,4
33,9,10,7.5,11
33,8,9,7.6,10
10,6,7,6,8
20.1,5,6,7.8,7
25.1,4,5,8.2,6
20,7,8,6.8,9
46.38,6,7,5.8,8
17,7,8,6.4,9
10,2,3,6.6,4
10,5,6,7.2,7
28,5,6,6.9,7
9,6,7,6.1,8
55,9,10,7.4,11
33,4,5,6.5,6
50,5,6,7.7,7
89.88,5,6,6,7
60,9,10,7.8,11
50,8,9,8.6,10
15,8,9,7.2,10
33,4,5,6.8,6
30,5,6,7.4,7
400,9,10,8,11
28,3,4,7.6,5
93,5,6,6.9,7
5,9,10,7,11
1,2,3,3.1,4
16,5,6,6.7,7
10,5,6,5.3,7
10,5,6,5.9,7
34,6,7,5,8
22,5,6,7.8,7
12,5,6,6.7,7
10,2,3,6.8,4
60,9,10,7.8,11
8,8,9,5.7,10
25,6,7,6.6,8
10,5,6,5.8,7
9,3,4,7,5
31,3,4,7.6,5
24,8,9,6.3,10
33,5,6,6.8,7
7,6,7,6,8
60,8,9,7.9,10
33,3,4,6.7,5
15,6,7,6.9,8
22.79,5,6,8.1,7
22,7,8,6.1,9
73,4,5,6,6
30,8,9,7.3,10
3,4,5,4.2,6
104.97,9,10,7,11
33,4,5,5.7,6
17,7,8,7,9
125.1,3,4,6.5,5
85.35,6,7,6,8
11,6,7,6.6,8
70,9,10,7,11
34,4,5,8.4,6
120,8,9,7.3,10
137,3,4,7,5
30,9,10,7.5,11
119,3,4,6.5,5
29,5,6,5.8,7
10,5,6,7.4,7
27.8,2,3,6.6,4
15,6,7,6.3,8
594.028,1,2,7,3
73.28,5,6,5.5,7
119,3,4,6.5,5
10,5,6,5.7,7
35,9,10,7.2,11
19,7,8,6.9,9
181,2,3,6.6,4
8,7,8,6.9,9
110,3,4,6.5,5
39,2,3,5.5,4
28.9,3,4,6.5,5
35,4,5,6.6,6
33,6,7,6.8,8
20.49,5,6,6.7,7
33,4,5,5.9,6
10,8,9,7,10
116,8,9,7.7,10
60,8,9,7.6,10
65,7,8,6,9
8,6,7,5.7,8
45,4,5,7.1,6
45.68,5,6,5.8,7
50.96,8,9,7.3,10
21,5,6,6.9,7
90,8,9,7.6,10
33,4,5,7.9,6
22.8,4,5,6.6,6
10,2,3,5,4
5,7,8,6.4,9
13,6,7,5.6,8
20,4,5,5.7,6
15.11,7,8,7.8,9
40,8,9,7.3,10
21,6,7,5.2,8
50,5,6,6.2,7
15,9,10,7,11
21,6,7,5.3,8
61.4,6,7,7.6,8
34,5,6,5.6,7
40,8,9,6,10
100,6,7,6.5,8
100,6,7,8,8
70,6,7,7,8
591,1,2,6.6,3
31.1,5,6,7.4,7
20,8,9,7.2,10
10,3,4,4.5,5
40,4,5,6.7,6
61.4,6,7,7.6,8
2.7,6,7,6.5,8
6,5,6,5.1,7
10,8,9,6.9,10
41.62,5,6,5.5,7
110,3,4,6.5,5
20,6,7,5.7,8
15,7,8,7.8,9
35,5,6,5.1,7
10,7,8,5.9,9
20,3,4,7.7,5
29.72,8,9,8.3,10
120,9,10,7.5,11
18.1,5,6,7.6,7
578,1,2,7.6,3
5,1,2,3.8,3
10,5,6,5.8,7
28.37,5,6,7.6,7
5,4,5,5.8,6
28,6,7,7.8,8
11,5,6,5.3,7
117.94,7,8,7,9
40,6,7,7.1,8
7,5,6,6.1,7
28,6,7,5.9,8
10,4,5,4.9,6
30,6,7,8.2,8
30,6,7,6.2,8
19.33,7,8,6.6,9
231,5,6,7.5,7
31,4,5,7,6
15,6,7,5.5,8
15,6,7,6.7,8
33,6,7,6.8,8
16,4,5,4.6,6
29,4,5,7.4,6
28,6,7,5.6,8
81,9,10,7.5,11
36,4,5,6.5,6
39,8,9,7.4,10
33,3,4,7.5,5
12,8,9,7.6,10
10,9,10,7.6,11
200.7,2,3,6.7,4
20,4,5,6.5,6
12,5,6,6.5,7
10,6,7,5.6,8
27,3,4,6.9,5
20,7,8,8,9
10,3,4,3.6,5
15,6,7,5.4,8
16,2,3,6.6,4
651,8,9,7.1,10
50,5,6,5.5,7
10,8,9,6.4,10
45.6,6,7,8,8
20,6,7,7.4,8
4,5,6,5.2,7
60,8,9,7.8,10
11,5,6,5.2,7
10,5,6,5.6,7
33,6,7,8,8
22,3,4,4.9,5
12.59,4,5,6.8,6
30,7,8,7.5,9
40,6,7,7.3,8
371,2,3,6.5,4
192.955,2,3,6.5,4
65,7,8,7.1,9
8,7,8,6.4,9
38,6,7,6.6,8
630,1,2,7.1,3
32,6,7,5.5,8
58.32,5,6,5.5,7
33,5,6,8,7
22,3,4,6.6,5
21,3,4,6.9,5
164.6,3,4,6.6,5
50,4,5,6.6,6
33,4,5,4.1,6
21,7,8,6.9,9
59.77,6,7,6.7,8
66,4,5,6.7,6
10,5,6,5,7
33,4,5,5.3,6
11,2,3,3.8,4
11,9,10,7,11
39.56,6,7,6,8
8.2,5,6,6.5,7
47,8,9,7.5,10
88,3,4,6.1,5
33,7,8,6.5,9
19,6,7,7.5,8
11,8,9,6.9,10
35.75,5,6,6.9,7
10,7,8,7,9
106,7,8,6.3,9
18,5,6,6.6,7
107,4,5,6.6,6
50,4,5,6.6,6
22,4,5,6.5,6
606.21,3,4,7.6,5
10,2,3,5,4
20,3,4,6.9,5
90,8,9,6.9,10
10,6,7,6,8
26,8,9,6.8,10
24,7,8,8.2,9
16,8,9,6.3,10
22,5,6,7.8,7
9,2,3,4.4,4
10,7,8,6.8,9
10,5,6,5.6,7
33,5,6,7.3,7
10,6,7,5.7,8
22.9,7,8,8.8,9
10,7,8,7,9
35,2,3,4.7,4
101,6,7,6,8
12,5,6,6.6,7
40,9,10,7,11
32.02,9,10,8,11
33,6,7,8.4,8
21,5,6,6.9,7
16,6,7,5.6,8
39,5,6,5.3,7
33,5,6,6.6,7
10,3,4,5.4,5
8,6,7,5.3,8
577,0,1,6.5,2
33,9,10,7.8,11
50,8,9,6.9,10
40,9,10,7.6,11
41,5,6,7.5,7
50,5,6,6.8,7
22,9,10,7.2,11
65.52,5,6,5.5,7
620,9,10,7.5,11
152,3,4,6.7,5
62.74,7,8,7.6,9
50,6,7,6.7,8
113.99,9,10,6.8,11
33,8,9,7.7,10
80,3,4,7,5
10,8,9,6,10
12.02,7,8,6.6,9
15,7,8,7.1,9
350,8,9,7.7,10
10,2,3,4.6,4
37,2,3,4.8,4
28,6,7,7.8,8
22,4,5,6,6
27.08,7,8,6.5,9
16,3,4,4.5,5
33,6,7,6.5,8
150,3,4,6.8,5
14,3,4,4.9,5
35,4,5,6.9,6
59.25,8,9,6.6,10
15,9,10,7.1,11
11,6,7,6.2,8
35,2,3,7.1,4
42,1,2,5.2,3
60,9,10,7.6,11
33,8,9,6.9,10
7,2,3,4.8,4
32,4,5,5.7,6
8,4,5,5.6,6
26,5,6,7.4,7
27,5,6,5.8,7
26.943,6,7,7.6,8
31,5,6,7.5,7
35,4,5,4.8,6
10,9,10,7.5,11
14,7,8,6.4,9
15,6,7,5.9,8
20,3,4,7.7,5
10,6,7,5.2,8
8,8,9,6.2,10
10,7,8,7.2,9
60,9,10,7.8,11
30.57,7,8,8,9
10,6,7,5.5,8
33,8,9,6.5,10
10,6,7,6.3,8
33,4,5,6.3,6
48,8,9,7.1,10
22,3,4,6.6,5
8,8,9,7.1,10
12,7,8,6.1,9
25,9,10,9.2,11
19,5,6,5.3,7
147,4,5,7,6
33,4,5,6.8,6
150,7,8,7,9
10,6,7,5.9,8
10,6,7,6.8,8
100,8,9,7.9,10
33,4,5,4.9,6
20,3,4,7.7,5
10,7,8,6.4,9
9,6,7,6,8
10,4,5,5.8,6
155,4,5,6.2,6
15,3,4,7.8,5
12,3,4,6.8,5
21.6,9,10,9,11
35,4,5,6.5,6
70,7,8,8.5,9
23,3,4,4.8,5
180,8,9,7.5,10
60,6,7,7.8,8
61,9,10,7.3,11
10,2,3,4.3,4
60,7,8,8.2,9
460,2,3,6.5,4
135,3,4,6.6,5
53.86,6,7,7.3,8
10,7,8,7.3,9
33,4,5,6.9,6
48.49,6,7,6.5,8
26.59,3,4,6.7,5
76.45,6,7,6,8
22,5,6,7.2,7
69.41,5,6,5.5,7
12,6,7,6.6,8
34,4,5,6.8,6
13.85,7,8,6.3,9
10,2,3,6.5,4
9,5,6,6.5,7
10,5,6,5.3,7
10,4,5,5,6
33.93,4,5,6.5,6
15,6,7,5.6,8
10,6,7,7.2,8
33,10,11,9.5,12
5,2,3,4.2,4
26,5,6,7.4,7
75.36,7,8,6.8,9
10,4,5,4.9,6
185.1,3,4,7,5
74,8,9,7.3,10
57,5,6,6.7,7
5,2,3,4.8,4
10,8,9,7.6,10
7,4,5,4.3,6
25,10,11,9.5,12
80.57,7,8,7.3,9
83,6,7,6,8
9,4,5,4.8,6
10,8,9,7.8,10
33,5,6,6.1,7
350,8,9,7.7,10
131,8,9,7.5,10
624,1,2,6.7,3
11,5,6,5.9,7
105.78,3,4,7.9,5
20,5,6,6.5,7
35,5,6,6.6,7
5,7,8,6.7,9
50,7,8,6.5,9
10,4,5,5.3,6
10,8,9,7.3,10
13,3,4,6.8,5
22,8,9,6.7,10
9,3,4,7,5
105,5,6,5.3,7
16.7,5,6,6.5,7
10,6,7,6.6,8
10,5,6,5.4,7
25,4,5,6.7,6
9,6,7,5.6,8
33,7,8,8.3,9
33,6,7,7.9,8
7,6,7,5.2,8
120,8,9,7.3,10
61.4,6,7,7.6,8
400,9,10,8,11
160.01,6,7,6.7,8
76.45,6,7,6,8
25,3,4,6.9,5
10,5,6,5.7,7
10,5,6,5.5,7
35,6,7,6.5,8
8,5,6,5.7,7
41,8,9,7.2,10
15,7,8,6.6,9
18.98,5,6,7.2,7
100,6,7,6.5,8
33,4,5,7.3,6
10,4,5,4.6,6
33,6,7,6.6,8
30,5,6,8.1,7
10,8,9,8,10
10,7,8,6.6,9
40,6,7,5,8
21,8,9,6.1,10
80,7,8,6.8,9
30,3,4,6.7,5
10,6,7,7.5,8
25,8,9,8.4,10
60,8,9,7.5,10
10,7,8,6.4,9
15,10,11,8.3,12
123,6,7,6.8,8
10,7,8,7,9
10,2,3,6.9,4
9,3,4,6,5
24,5,6,5,7
17,6,7,5.5,8
33,9,10,7.5,11
10,5,6,6.3,7
15,10,11,8.3,12
50,4,5,5.8,6
66,8,9,6.7,10
10,8,9,7.6,10
60,9,10,6.8,11
10,5,6,6.7,7
20,4,5,4.5,6
15,8,9,6.9,10
15,5,6,6.1,7
621,3,4,7.6,5
24,5,6,7.2,7
27,5,6,6.5,7
20,7,8,6.4,9
23,5,6,7,7
40,4,5,7.1,6
5,5,6,5.5,7
61.79,5,6,5,7
29,5,6,5.2,7
33,9,10,8.1,11
2,4,5,7,6
10,8,9,8.5,10
17,3,4,6.5,5
24.4,5,6,7,7
23.84,6,7,5.2,8
10,8,9,7.5,10
48,6,7,6.6,8
147,4,5,7,6
31,4,5,7.2,6
578,1,2,7.6,3
18,8,9,7.7,10
141.64,9,10,8.5,11
11,6,7,5.6,8
22,8,9,6.5,10
591,1,2,6.6,3
53.19,4,5,6.6,6
29,8,9,6.5,10
3,6,7,5.1,8
48,5,6,7,7
21,5,6,6.9,7
112,4,5,5.6,6
10,5,6,5.8,7
50,7,8,6.8,9
20,6,7,6.6,8
33,4,5,7.5,6
35,9,10,7.8,11
33,8,9,7.4,10
208,4,5,6.1,6
43,4,5,6.5,6
54,7,8,5.7,9
10,4,5,5.2,6
615.42,4,5,6.9,6
45,5,6,6.8,7
34,3,4,6,5
5,6,7,4.3,8
21.43,3,4,7.1,5
35,7,8,6.6,9
55,8,9,7,10
33,8,9,7.1,10
14.06,2,3,7.9,4
35,5,6,4.4,7
44,6,7,7.7,8
591,1,2,6.6,3
18,5,6,7.5,7
15,7,8,5.9,9
70,9,10,7.2,11
50,4,5,7.9,6
13,8,9,6.2,10
25,9,10,7.9,11
95.98,7,8,7,9
15,6,7,7.8,8
10,5,6,5.5,7
15.9,7,8,6.8,9
26.08,7,8,6.8,9
58,6,7,6.6,8
28,8,9,6.6,10
23,4,5,6.7,6
31.25,4,5,5.2,6
26,5,6,7.5,7
204,9,10,7.6,11
85,7,8,6.3,9
35,8,9,7.9,10
34,3,4,6.7,5
34,4,5,6.5,6
10,5,6,5.8,7
33,4,5,5.7,6
11,8,9,7.1,10
10,8,9,8.1,10
10,8,9,7.7,10
10,2,3,6.9,4
19,5,6,7.2,7
11,6,7,5.4,8
14,5,6,5.6,7
50.96,8,9,7.3,10
15,8,9,8.1,10
10,5,6,5.5,7
16,8,9,7.3,10
20,8,9,7.5,10
10,5,6,6.8,7
33,2,3,5.5,4
10,3,4,6.5,5
190,8,9,7.5,10
33,4,5,6.5,6
10,3,4,5.4,5
20,5,6,7,7
10,3,4,4.8,5
10,6,7,5.8,8
29,3,4,6.4,5
33,9,10,7.5,11
25,6,7,8.2,8
21.43,3,4,7.1,5
119,3,4,6.5,5
60,10,11,8.1,12
16,7,8,5.9,9
10,4,5,5.1,6
9,5,6,6.5,7
15,8,9,6.4,10
8,7,8,7.1,9
20,8,9,6.8,10
10,6,7,5.8,8
20,9,10,7.7,11
18,2,3,4.8,4
10,7,8,6.6,9
23,8,9,7,10
33,6,7,7.9,8
39,4,5,5.3,6
6,8,9,7.7,10
20,7,8,6.1,9
10,4,5,5.1,6
15,7,8,7.6,9
51,5,6,5.3,7
14,9,10,7.4,11
10,4,5,6.6,6
80,8,9,7.7,10
10,3,4,6,5
30,6,7,8,8
65.72,5,6,5.5,7
27,3,4,4.4,5
10,8,9,7.5,10
25,4,5,7.7,6
15,5,6,5.9,7
40.2,5,6,6.8,7
15,5,6,6.7,7
11,4,5,6.7,6
142.92,7,8,8.5,9
10,4,5,6.5,6
43,8,9,7.6,10
60,8,9,7.8,10
224.6,3,4,6.5,5
18,5,6,6.6,7
